Unnamed: 0,overall,reviewText
2504,1,reason memory card thousands star ratings good price works well
2505,1,works great samsung galaxy note put memory cards go storage settings click format card goi measured read write speed tell copy gb video file seconds
2506,1,loving farmy samsung tab loves dit seems going pretty smoothly
2507,1,setitandforgetit item solid performance without issues forgot still sony camera love
2508,1,micro disk fit samsung phone perfectly able use adapter fit hp computer transfer tunes phone great product price especially like green packaging much easier access product wasteful plastic highly recommend
2509,1,using samsung galaxy sit worked fine without issuesit come adapter sd readers
2510,0,put card new camera would hang respond anything apps also stopped working put old gb card everything worked fine
2511,1,ive good luck sandisk cards cameras far card android phone exception fast errors though admittedly havent long
2512,1,im sure expect product like short term doesnt fail good price worked well tablet without incident would buy
2513,1,upgraded generic small micro sd card hand using gs card fast making seamless read write pictures video playback music stored sd card works great exactly come expect sandisk products
2514,1,wanted expand storage surface tablet price rightworks expected issues im pleased purchase
2515,1,dont understand use micro sd cards usb always seem work better last longer
2516,1,ive card month given issues transfer speed quite good moving data old class device new one arduous due slower older device new material transfer phone zips along fastnow much room movies music exactly needed
2517,1,bought surface pro gb additional gb use movies music etc dont use gb ssd stuff works great
2518,1,sandisk always reliable always satisfied products know getting purchase products
2519,1,fast taking full hd videos transfering pc great quality zero problems legit product sandisk
2520,0,stores data good job else say something become common place todays world
2521,0,thought buying directly amazon would guarantee authentic sandisk honestly im sure got authentic one failed within months either authentic sandisk really dropped ball quality ps made china tells anything
2522,1,fast reliable microsd card used galaxy note loaded movies family pictures transfer time speedy
2523,0,sadly missed return window couple days card got flaky galaxy note little google research appears well known widespread issue class gb cards avoid fixed
